"time","event"
-0.219143496072831,"origin"
0.306071449300001,"occurrence"
1.1434145612,"occurrence"
3.1597211415,"occurrence"
2.6619017084,"occurrence"
2.2031811384,"occurrence"
3.18094389080001,"occurrence"
2.5014603626,"occurrence"
1.6571068436,"occurrence"
1.1451517514,"occurrence"
1.7638594836,"occurrence"
1.7574610485,"occurrence"
1.8198670315,"occurrence"
0.369329925400002,"occurrence"
0.672756101300001,"occurrence"
3.45320119470001,"occurrence"
2.82997663720001,"occurrence"
3.27812500820001,"occurrence"
3.53296665120001,"occurrence"
2.6640575263,"occurrence"
1.8885477462,"occurrence"
1.2643635127,"occurrence"
2.0018396957,"occurrence"
2.5802655427,"occurrence"
2.1217352222,"occurrence"
3.10548889090001,"occurrence"
1.8238059575,"occurrence"
3.72882857360001,"occurrence"
3.4031592561,"occurrence"
1.9597518608,"occurrence"
0.426827662600002,"occurrence"
0.965109280000001,"occurrence"
0.567565787300002,"occurrence"
0.979227331600002,"sampling"
1.8768922085,"sampling"
3.7421500051,"sampling"
3.77998378660001,"sampling"
3.72122318210001,"sampling"
3.4885263148,"sampling"
0.9234630709,"sampling"
1.3420711433,"sampling"
1.0537877499,"sampling"
0.808479436800001,"sampling"
0.841334199500001,"sampling"
0.8784002537,"sampling"
0.475291477000002,"sampling"
3.39436456790001,"sampling"
3.64215476800001,"sampling"
2.0763990481,"sampling"
2.1371653637,"sampling"
3.073090616,"sampling"
3.1030398025,"sampling"
2.97328274510001,"sampling"
2.0421617268,"sampling"
3.7238676639,"sampling"
3.0497173917,"sampling"
2.7601595642,"sampling"
3.56463047,"sampling"
3.0532706847,"sampling"
3.60060915100001,"sampling"
3.40491889560001,"sampling"
0.327591091600001,"sampling"
0.871508941100001,"sampling"
0.1011730599,"birth"
0.265545443500001,"birth"
0.328898099100001,"birth"
0.798000387400001,"birth"
1.804093852,"birth"
1.8859720942,"birth"
2.7478647124,"birth"
3.31906787550001,"birth"
0.783191065100001,"birth"
0.9168624607,"birth"
0.380947767400002,"birth"
0.395547589100002,"birth"
0.494708622300002,"birth"
0.384933586200002,"birth"
0.999181360600002,"birth"
1.1795201991,"birth"
2.95011223980001,"birth"
2.0111643818,"birth"
1.2660938501,"birth"
1.9109118192,"birth"
2.006741555,"birth"
2.9495480299,"birth"
2.3593051653,"birth"
2.688108494,"birth"
2.688611586,"birth"
2.7317035278,"birth"
2.9092490268,"birth"
3.2117216393,"birth"
0.301112362100001,"birth"
